id,question,reference_answer,student_answer,label
PC.Q16.SBJ24.L2.SA45,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Switch Y did not effect bulb A,2
PC.Q16.SBJ26.L2.SA43,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,be cause there is an electrical connection,1
PC.Q16.SBJ26.L2.SA44,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,you,4
PC.Q16.SBJ26.L2.SA46,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,the batter is contained in switch y,1
PC.Q16.SBJ27.L2.SA46,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,"because switch y isn""t included in bulb A""s closed path",0
PC.Q16.SBJ27.L2.SA47,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,"only switch Z is in bulb a""s closed path circuit",0
PC.Q16.SBJ28.L2.SA45,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,it was on a complete circuit,0
PC.Q16.SBJ28.L2.SA46,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,"there is a complete circuit, with a battery and a bulb",0
PC.Q16.SBJ29.L2.SA44,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,bulb A and switch Z are in a closed path,2
PC.Q16.SBJ29.L2.SA45,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,switch y is not in the same closed path as bulb a and switch z,0
PC.Q16.SBJ29.L2.SA46,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,bulb a and switch z are in their own closed path excluding switch y,0
PC.Q16.SBJ29.L2.SA47,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,switch y and bulb a are not in the same closed path,0
PC.Q16.SBJ3.L2.SA43,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,there was a closed path not effected by the switch,2
PC.Q16.SBJ3.L2.SA44,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,it has a closed path with the battery,0
PC.Q16.SBJ30.L2.SA48,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Switch Y was not on the path of bulb A.,0
PC.Q16.SBJ30.L2.SA49,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Switch Y is not on the path of bulb A.,0
PC.Q16.SBJ30.L2.SA51,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Switch Y and Bulb A are not on the same path,0
PC.Q16.SBJ31.L2.SA51,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,because it was on a closed path,2
PC.Q16.SBJ31.L2.SA52,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,bulb A is in a closed path with the battery,0
PC.Q16.SBJ33.L2.SA50,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,"bulb A""s path only contained switch Z",0
PC.Q16.SBJ33.L2.SA51,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,"Bulb A""s path didnt go through switch Y",0
PC.Q16.SBJ33.L2.SA52,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,tell answer,4
PC.Q16.SBJ34.L2.SA49,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Switch Y was not in the same path,0
PC.Q16.SBJ34.L2.SA50,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Switch Z is in the same path as bulb A,2
PC.Q16.SBJ34.L2.SA51,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Switch Y is in a different path than Bulb A,0
PC.Q16.SBJ36.L2.SA44,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,bulb a is contained in a closed path with the battery,0
PC.Q16.SBJ37.L2.SA42,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,because it was in a closed circuit,1
PC.Q16.SBJ37.L2.SA43,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,it was in a closed path,2
PC.Q16.SBJ37.L2.SA44,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,bulb a is in a closed path. switch y does not affect bulb a,2
PC.Q16.SBJ38.L2.SA42,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,when switch z was closed bulb a was in a complete curcuit,0
PC.Q16.SBJ38.L2.SA43,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,when switch z was closed bulb a was in a complete curcuit connected to the battery,0
PC.Q16.SBJ38.L2.SA44,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,bulb a is in a complete curcuit when switch z is closed. the battery terminals are connected to bulb a terminals to form a complete curcuit,0
PC.Q16.SBJ39.L2.SA53,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Because they are on different parts,2
PC.Q16.SBJ39.L2.SA54,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,They are not on the same section,2
PC.Q16.SBJ39.L2.SA55,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,A is on a cloosed battery,1
PC.Q16.SBJ39.L2.SA56,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,A is on a battery that has a closed path,1
PC.Q16.SBJ42.L2.SA46,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,The path was closed,2
PC.Q16.SBJ42.L2.SA47,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,There was a closed circuit,1
PC.Q16.SBJ42.L2.SA48,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,There is a closed path with the battery and bulb A,0
PC.Q16.SBJ43.L2.SA42,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,it created a circut with the battery,2
PC.Q16.SBJ43.L2.SA43,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,the battery and a created a complete circut,1
PC.Q16.SBJ43.L2.SA44,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,the battery was contained in a circut,2
